OBJECTID,PARK_ID,NAME,NAME_FR,ADDRESS,ADDRESS_FR,PARK_TYPE,PARK_TYPE_FR,DOG_DESIGNATION,DOG_DESIGNATION_FR,WATERBODY_ACCESS,WARD,WARD_NAME,WARD_NAME_FR,PARK_DEDICATION_STATUS,ACCESSIBLE,OPEN,LATITUDE,LONGITUDE,SAP_FLOC,MODIFIED_DATE,CREATED_DATE,DOG_DESIGNATION_DETAILS,DOG_DESIGNATION_DETAILS_FR,Shape_Length,Shape_Area,SAP_ID,PARK_CATEGORY,PARK_CATEGORY_FR
1231,553,Grasshopper Hill/Kilborn Park,Parc Grasshopper Hill/Kilborn,1609 Kilborn Avenue,"1609, avenue Kilborn",Active Recreation,Loisirs dynamiques,2,2,no/non,18,Alta Vista,Alta Vista,0,yes/oui,,45.3891918,-75.65115625,R-PKS-011-0495,1737558540000,,Dogs are prohibited south of path around ball diamonds and within five (5) metres of all children's play areas.  Dogs allowed in remainder of park.  Dogs must always be under the control of their handler.,Chiens interdits au sud du sentier adjacent aux terrains de baseball et à moins de cinq mètres des terrains de jeux. Chiens permis dans le reste du parc.  Les chiens doivent toujours être sous la surveillance de leurs propriétaires.,2765.6615927842467,121805.661151615,495,Community Park,Parc communautaire
1232,2531,Stormwater Management Area,Aire de gestion des eaux pluviales,"6043 Hazeldean Road, Goulbourn","6043, chemin Hazeldean, Goulbourn",Passive Recreation,Loisirs passifs,4,4,yes/oui,6,Stittsville,Stittsville,8,no/non,,45.2778097,-75.93558131,R-PKS-019-1392,1668470763000,1450101729000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2501.6861250115517,93384.29279821,1392,Greenspace,Espace vert
1233,2132,Stormwater Management Area,Aire de gestion des eaux pluviales,"4380 Wildmint Square, Gloucester","4380, carré Wildmint, Gloucester",Passive Recreation,Loisirs passifs,4,4,yes/oui,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,8,no/non,,45.27843098,-75.68341242,R-PKS-023-1015,1668471312000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2286.708355921798,15392.847390735,1015,Greenspace,Espace vert
1234,2654,3095 Riverside Park - (FUTURE),Parc à 3095 Riverside - (FUTUR),"3095 Riverside Drive, Ottawa","3095, promenade Riverside, Ottawa",Active Recreation,Loisirs dynamiques,4,4,no/non,16,River,Rivière,3,yes/oui,,45.36259495,-75.68638378,,1668472370000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,635.2749505523624,6040.84457984,,Parkette,Miniparc
1235,2681,Jock River District Park - South (FUTURE),Parc de District Jock River sud - (FUTUR),No address assigned yet,Pas encore d'adresse attribuée,Passive Recreation,Loisirs passifs,4,4,yes/oui,3,Barrhaven West,Barrhaven-Ouest,2,no/non,,45.25561911,-75.75318579,,1668471069000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,6023.7692489852525,228841.839069325,,District Park,Parc de district
1236,454,Jock River District Park – North (FUTURE),Parc de district Jock River – nord (FUTUR),230 Geyser Place (temporary address),"230, Place Geyser (adresse temporaire)",Passive Recreation,Loisirs passifs,0,0,yes/oui,3,Barrhaven West,Barrhaven-Ouest,0,no/non,,45.25887513,-75.73692731,R-PKS-008-0399,1668471759000,1639741620000,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,3093.8277155120495,116665.72297165,399,District Park,Parc de district
1237,2583,Stormwater Management Area,Aire de gestion des eaux pluviales,123 Echowoods Avenue,"123, avenue Echowoods",Passive Recreation,Loisirs dynamiques,0,0,yes/oui,6,Stittsville,Stittsville,8,no/non,,45.27164941,-75.9414429,R-PKS-005-0273,1668471667000,1491311256000,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,636.2159090166294,5534.386827385,273,Greenspace,Espace vert
1238,2584,Eaglehead Park,Parc Eaglehead,330 Eaglehead Crescent,"330, croissant Eaglehead",Active Recreation,Loisirs dynamiques,4,4,no/non,6,Stittsville,Stittsville,0,yes/oui,yes/oui,45.27372868,-75.93865216,R-PKS-005-1379,1717416300000,1491311825000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,359.2720492153999,3715.743396925,1379,Urban Parkette,Miniparc urbain
1239,2595,William Bradley Park,Parc William-Bradley,22 Porter Street,"22, rue Porter",Active Recreation,Loisirs passifs,4,4,no/non,6,Stittsville,Stittsville,0,yes/oui,,45.24735325,-75.91472305,R-PKS-023-1416,1668472350000,1505904922000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,321.2020517021498,3171.6767062950003,1416,Urban Parkette,Miniparc urbain
1240,2708,Watercolours Park,Parc Watercolours,3900 Cambrian Road,"3900, chemin Cambrian",,,4,4,,3,Barrhaven West,BARRHAVEN-OUEST,0,,,,,R-PKS-023-1485,1743601500000,,,,883.5249345500551,24044.638050035002,1485,,
1241,1195,Bayshore Park,Parc Bayshore,"175 Woodridge Crescent, Nepean","175, croissant Woodridge, Nepean",Active Recreation,Loisirs dynamiques,3,3,no/non,7,Bay,Baie,0,no/non,,45.35030186,-75.80911047,R-PKS-002-0065,1668471348000,,Dogs are not allowed in the park.,Les chiens sont interdits à moins de cinq (5) mètres de toutes aires de jeux pour enfants et des piscines.,1011.123502170858,29558.501149415,65,Community Park,Parc communautaire
1242,2615,Lela Scharf Park,Parc Lela-Scharf,171 Spindrift Circle,"171, cercle Spindrift",Passive Recreation,Loisirs passifs,4,4,yes/oui,21,Rideau-Jock,Rideau-Jock,0,yes/oui,,45.21644305,-75.67211673,R-PKS-012-1283,1668471849000,1529931077000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,390.89983529017195,4874.373634235,1283,Parkette,Miniparc
1243,2616,Stormwater Management Area (Mahogany Creek),Aire de gestion des eaux pluviales (Ruisseau Mahogany),"546/545 Bridgeport Ave, 812 Skysail place, 1160 Potter Dr","546, avenue Bridgeport",Passive Recreation,Loisirs passifs,4,4,yes/oui,21,Rideau-Jock,Rideau-Jock,8,yes/oui,,45.21750431,-75.67820023,R-PKS-019-1430,1668470962000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,3952.6597473650127,95162.48507165,1430,Greenspace,Espace vert
1244,2671,Lyndon Hooper Park,Parc Lyndon-Hooper,"570 Winterset Road, Kanata","570, chemin Winterset, Kanata",Active Recreation,Loisirs dynamiques,4,4,no/non,4,Kanata North,Kanata-Nord,0,yes/oui,yes/oui,45.3072498,-75.93104742,R-PKS-018-1429,1746126960000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1001.326046336399,24583.697135305003,1429,Neighbourhood Park,Parc de quartier
1245,2364,NCC Aubrey Moodie Park,Parc Aubrey-Moodie de la CCN,"595 Moodie Drive, Nepean","595, promenade Moodie, Nepean",Active Recreation,Loisirs dynamiques,0,0,no/non,8,College,Collège,0,no/non,,45.3114892,-75.82399922,R-PKS-014-0649,1668472261000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,939.2682713894544,18019.181300715,649,Neighbourhood Park,Parc de quartier
1246,776,Beaton Park,Parc Beaton,"70 Castlefrank Road, Kanata","70, chemin Castlefrank, Kanata",Active Recreation,Loisirs dynamiques,1,1,no/non,23,Kanata South,Kanata-Sud,0,no/non,,45.29516111,-75.8844064,R-PKS-002-0070,1668471443000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,775.6236044309228,14870.592491175,70,Neighbourhood Park,Parc de quartier
1247,1219,Bob MacQuarrie Recreation Complex - Orléans,Complexe récréatif Bob-MacQuarrie - Orléans,"1490 Youville Drive, Gloucester","1490, promenade Youville, Gloucester",Active Recreation,Loisirs dynamiques,4,4,no/non,2,Orléans West-Innes,Orléans-Ouest-Innes,0,no/non,,45.46638977,-75.54504401,R-PKS-002-0106,1668470990000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1238.8398517587448,43459.327874935,106,District Park,Parc de district
1248,2637,Merak Park,Parc Merak,210 Merak Way,"210, voie Merak",Active Recreation,Loisirs dynamiques,4,4,no/non,3,Barrhaven West,Barrhaven-Ouest,0,yes/oui,,45.24826335,-75.75084488,,1668472360000,1575640817000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,287.2019666163308,2415.746530885,,Urban Parkette,Miniparc urbain
1249,2680,Jock River District Park - East (FUTURE)  ,Parc de District Jock River - est (FUTUR),2565 Half Moon Bay Street,"2565, rue Half Moon Bay",Passive Recreation,Loisirs passifs,4,4,yes/oui,3,Barrhaven West,Barrhaven-Ouest,0,no/non,,45.25928121,-75.73493809,,1668472213000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,3014.4456139616973,65493.616223255,,District Park,Parc de district
1250,547,Katimavik Woods,Boisé Katimavik,"7 Katimavik Road, Kanata","7, chemin Katimavik, Kanata",Passive Recreation,Loisirs passifs,1,1,yes/oui,23,Kanata South,Kanata-Sud,0,no/non,,45.31395839,-75.88452933,R-PKS-011-0485,1668471804000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1035.8408373789898,21441.051115185,485,Woodland Park,Parc boisé
1251,2714,Checkerspot Park,Parc Checkersport,2030 Checkerspot Ave,"2030, avenue Checkerspot",,,,,,21,RIDEAU-JOCK,RIDEAU-JOCK,0,,yes/oui,,,,1756821600000,1745083980000,,,395.85548969246895,4698.0914942750005,,,
1252,2713,Postilion Park,Parc Postilion,2078 Postilion St,"2078, rue Postilion",,,,,,21,RIDEAU-JOCK,RIDEAU-JOCK,3,,no/non,,,,,1745083560000,,,322.091705746477,2351.36118337,,,
1253,2594,RECREATION TRAIL,SENTIER RÉCRÉATIF,259 HUNTSVILLE DRIVE,"259, PROMENADE HUNTSVILLE",Passive Recreation,Loisirs dynamiques,4,4,no/non,4,Kanata North,Kanata-Nord,7,yes/oui,,45.31662951,-75.94003871,R-PKS-018-1452,1716826680000,1505902251000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,933.14734724679,5134.604678145,1452,Greenspace,Espace vert
1254,2593,RECREATION TRAIL,SENTIER RÉCRÉATIF,1425 RICHARDSON SIDE RD,"1425, CHEMIN RICHARDSON SIDE",Passive Recreation,Loisirs dynamiques,4,4,no/non,4,Kanata North,Kanata-Nord,7,yes/oui,,45.31583378,-75.94003871,R-PKS-018-1452,1716826320000,1505899759000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2110.8520305808297,19477.744507345,1450,Greenspace,Espace vert
1255,2649,Hunsdeep Rangar Park,Parc Hunsdeep-Rangar,560 Décoeur Drive,"560, promenade Décoeur",Active Recreation,Loisirs dynamiques,4,4,,19,Orléans South-Navan,Orléans-Sud-Navan,0,yes/oui,yes/oui,45.4417701,-75.49420117,R-PKS-008-1436,1746126420000,1593701510000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,599.161457585507,8832.493030345,1436,Parkette,Miniparc
1256,2660,Stormwater Management Area,Aire de gestion des eaux pluviales,Adjacent to 1340 El Paseo Court,"Adjacent au 1340, cour El Paseo",Passive Recreation,Loisirs passifs,4,4,yes/oui,20,Osgoode,Osgoode,8,no/non,,45.26645235,-75.57893358,,1668472285000,1610042010000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,908.5089145895444,12422.384228805002,,Greenspace,Espace vert
1257,1748,Hermas Saumur Family Forest,Forêt de la Famille-Hermas-Saumur,"1054 Prestone Drive, Cumberland","1054, promenade Prestone, Cumberland",Passive Recreation,Loisirs passifs,4,4,no/non,1,Orléans East-Cumberland,Orléans-Est-Cumberland,11,no/non,,45.47837181,-75.51024176,R-PKS-016-0754,1668472205000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2456.2249582119134,29712.971384835,754,Greenspace,Espace vert
1258,571,Ben Franklin Park East,Parc Ben-Franklin Est,"180 Knoxdale Road, Nepean","180, chemin Knoxdale, Nepean",Active Recreation,Loisirs dynamiques,1,1,no/non,9,Knoxdale-Merivale,Knoxdale-Merivale,0,no/non,,45.3246036,-75.76968198,R-PKS-002-0086,1668471389000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,2051.4803831809145,131347.08083158502,86,District Park,Parc de district
1259,781,Mystery Park,Parc Mystery,"985 Orléans Boulevard, Gloucester","985, boulevard d'Orléans, Gloucester",Passive Recreation,Loisirs passifs,0,0,yes/oui,2,Orléans West-Innes,Orléans-Ouest-Innes,0,no/non,,45.48163349,-75.53811364,R-PKS-013-0639,1668472286000,1489484925000,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,1301.7564235571372,43745.577466105,639,Woodland Park,Parc boisé
1260,1954,Recreational Trail (Hydro Corridor),Sentier récréatif (couloir de transport d'électricité),"2032 Boisfranc Circle, Cumberland","2032, cercle Boisfranc, Cumberland",Passive Recreation,Loisirs passifs,4,4,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,4,no/non,,45.4559594,-75.47097846,R-PKS-015-1078,1668470662000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1319.6359079160072,12368.984924934999,1078,Greenspace,Espace vert
1261,2619,Burma Stormwater Management Pond,Bassin de gestion des eaux plauviales Burma,Squadron Crescent,croissant Squadron,Passive Recreation,Loisirs dynamiques,4,4,yes/oui,13,Rideau-Rockcliffe,Rideau-Rockcliffe,8,yes/oui,,45.44976963,-75.62906299,,1668471096000,1543508800000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2084.1757273497255,18554.685190795,,Greenspace,Espace vert
1262,2627,Stormwater Management Area (Findley Creek),Aire de gestion des eaux pluviales (Ruisseau Findley),3265 Blais Road,"3265, chemin Blais",Passive Recreation,Loisirs passifs,4,4,yes/oui,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,8,yes/oui,,45.31959718,-75.58326036,,1668471285000,1560348374000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,4889.673584648912,193530.05261084,,Greenspace,Espace vert
1263,2625,Bert Dowler Park,Parc Bert-Dowler,100 Highgarden Terrace,"100, terrasse Highgarden",Active Recreation,Loisirs dynamiques,4,4,no/non,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,0,yes/oui,,45.32399786,-75.58333439,R-PKS-002-1442,1668470677000,1560344598000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1042.5376608004474,31087.58974966,1442,Neighbourhood Park,Parc de quartier
1264,2651,Albion Falls Park,Parc Albion Falls,612 Albion Falls Drive,"612, promenade Albion Falls",Active Recreation,Loisirs passifs,4,4,no/non,3,Barrhaven West,Barrhaven-Ouest,0,yes/oui,,45.26039367,-75.75401522,R-PKS-002-1405,1668471872000,1597068503000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,637.8117805122787,6646.297846415,1405,Parkette,Miniparc
1265,2662,Mantha Park,Parc Mantha,525 Famille-Laporte Avenue,"525, avenue Famille-Laporte",Active Recreation,Loisirs dynamiques,4,4,no/non,1,Orléans East-Cumberland,Orléans-Est-Cumberland,0,yes/oui,yes/oui,45.50208674,-75.46683639,R-PKS-013-1443,1739394000000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1238.0178212204623,41224.72539446,1443,Community Park,Parc communautaire
1266,2720,Clearpath Park,Parc Clearpath,8415 Campeau Drive ,"8415, promenade Campeau",,,,,,,,,0,,yes/oui,,,,,1764178620000,,,451.5501913791065,5465.08206979,,,
1267,2559,Patrick Dugas Park,Parc Patrick-Dugas,550 Compass Street,"550, rue Compass",Active Recreation,Loisirs dynamiques,4,4,yes/oui,19,Orléans South-Navan,Orléans-Sud-Navan,0,yes/oui,,45.43592972,-75.50930566,R-PKS-016-1328,1668471524000,1481812902000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1262.49653426003,20429.074514565,1328,Neighbourhood Park,Parc de quartier
1268,2634,Leitrim Stormwater Management Pond 2,Bassin de gestion des eaux pluviales de Leitrim 2,4201 Albion Road,"4201, chemin Albion",Passive Recreation,Loisirs dynamiques,4,4,yes/oui,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,8,yes/oui,,45.31841428,-75.61276075,R-PKS-019-1479,1668472415000,1573576758000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1874.2520350543275,97966.30757092,1479,Greenspace,Espace vert
1269,2602,Lt. Col. William Barker VC Park,"Parc du Lcol-William-G.-Barker, VC - (FUTUR)",Codd's Road at Hemlock Road,chemin Codd à chemin Hemlock,Active Recreation,Loisirs dynamiques,4,4,no/non,13,Rideau-Rockcliffe,Rideau-Rockcliffe,0,yes/oui,,45.45343488,-75.63355737,R-PKS-012-1493,1739395620000,1508317465000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,317.85098538706404,3163.71830132,1493,Urban Parkette,Miniparc urbain
1270,1683,Caprihani Trailhead,Début du sentier Caprihani,"1980 Caprihani Way, Cumberland","1980, voie Caprihani, Cumberland",Passive Recreation,Loisirs dynamiques,4,4,yes/oui,1,Orléans East-Cumberland,Orléans-Est-Cumberland,7,no/non,,45.48087855,-75.46101451,R-PKS-003-0146,1668471286000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,6232.30635707393,36724.600655655,146,Greenspace,Espace vert
1271,2605,Cardinal Creek Valley North,Vallée du ruisseau Cardinal Nord,1100 Regional Road 174,"1100, chemin Regional 174",Passive Recreation,Loisirs passifs,4,4,yes/oui,1,Orléans East-Cumberland,Orléans-Est-Cumberland,9,no/non,,45.49756126,-75.47493503,R-PKS-003-1373,1668471765000,1515070884000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,5005.650079756345,107542.534545135,1373,Greenspace,Espace vert
