APPLICATION_NUMBER,APPLICATION_DATE,APPLICATION_TYPE,STATUS,STATUS_DATE,ADDRESS,WARD,LATITUDE,LONGITUDE,IS_ACTIVE,IS_APPROVED
D07-12-24-0082           ,2024-08-08,Site Plan Control        ,Request for Agreement Received,2025-09-05,1015 BANK,Ward 17                            ,45.399013,-75.68414,1,0
D07-12-24-0082           ,2024-08-08,Site Plan Control        ,Request for Agreement Received,2025-09-05,1015 BANK,Ward 17                            ,45.399013,-75.68414,1,0
D07-12-24-0082           ,2024-08-08,Site Plan Control        ,Request for Agreement Received,2025-09-05,1015 BANK,Ward 17                            ,45.399013,-75.68414,1,0
D09-04-24-0041           ,2024-08-07,Ontario Heritage Act     ,Heritage Permit Issued,2024-09-18,227 ST. PATRICK,Ward 12                            ,45.430814,-75.69359299999999,0,1
D02-02-24-0042           ,2024-08-12,Zoning By-law Amendment  ,Application File Pending,2025-07-28,6115 FLEWELLYN,Ward 21                            ,45.243787999999995,-75.899036,1,0
D02-02-24-0038           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-04-28,1088 SOMERSET,Ward 15                            ,45.406020999999996,-75.72124199999999,0,1
D02-02-24-0040           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-11-14,175 MARCH VALLEY,Ward 4                             ,45.351642999999996,-75.905583,0,1
D07-12-24-0090           ,2024-08-21,Site Plan Control        ,Signed Letter of Undertaking Received,2025-10-06,1255 HEMLOCK,Ward 13                            ,45.453201,-75.636954,0,0
D02-02-24-0052           ,2024-09-20,Zoning By-law Amendment  ,OMB Package Sent,2025-03-19,1618 STAGECOACH,Ward 20                            ,45.238115,-75.590654,0,0
D07-12-24-0160           ,2024-12-03,Site Plan Control        ,Application File Pending,2025-10-22,1850 BANTREE,Ward 18                            ,45.404523,-75.617087,1,0
D07-12-24-0178           ,2024-12-24,Site Plan Control        ,Request for Agreement Received,2025-09-05,945 BANK,Ward 17                            ,45.399013,-75.68414,1,0
D07-12-21-0112           ,2021-07-27,Site Plan Control        ,Application File Pending,2021-10-16,1066 SILVER,Ward 16                            ,45.377241999999995,-75.729051,1,0
D02-02-21-0073           ,2021-07-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-10-03,1058 SILVER,Ward 16                            ,45.377497999999996,-75.729276,0,1
D02-02-21-0073           ,2021-07-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-10-03,1066 SILVER,Ward 16                            ,45.377241999999995,-75.729051,0,1
D02-02-21-0073           ,2021-07-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-10-03,1062 SILVER,Ward 16                            ,45.377382,-75.729174,0,1
D02-02-21-0074           ,2021-07-28,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-12-29,380 HUNT CLUB,Ward 10                            ,45.321676,-75.667472,0,1
D01-01-20-0005           ,2020-04-06,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2021-08-16,19 CENTREPOINTE,Ward 8                             ,45.347657999999996,-75.76747,0,1
D07-12-20-0037           ,2020-04-09,Site Plan Control        ,Agreement Registered - Securities Held,2021-12-17,1055 CEDAR CREEK,Ward 22                            ,45.310201,-75.591314,0,1
D07-12-20-0040           ,2020-04-14,Site Plan Control        ,Receipt of Agreement from Owner Pending,2021-09-28,114 ISABELLA,Ward 17                            ,45.40985,-75.68811199999999,0,0
D02-02-20-0019           ,2020-03-06,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-04,112 MONTREAL; CH DE,Ward 12                            ,45.433347999999995,-75.665825,0,1
D02-02-20-0019           ,2020-03-06,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-04,314 GARDNER,Ward 12                            ,45.432894,-75.665503,0,1
D07-12-20-0026           ,2020-03-09,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-06-23,2951 BANK,Ward 10                            ,45.347573999999994,-75.624467,0,1
D07-12-20-0097           ,2020-07-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-02-16,300 MIWATE,Ward 14                            ,45.418963,-75.717632,0,1
D07-12-20-0097           ,2020-07-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-02-16,300 MIWATE,Ward 14                            ,45.418963,-75.717632,0,1
D07-12-20-0097           ,2020-07-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-02-16,300 MIWATE,Ward 14                            ,45.418963,-75.717632,0,1
D07-12-20-0097           ,2020-07-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-02-16,300 MIWATE,Ward 14                            ,45.418963,-75.717632,0,1
D07-12-20-0097           ,2020-07-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-02-16,300 MIWATE,Ward 14                            ,45.418963,-75.717632,0,1
D07-12-20-0097           ,2020-07-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-02-16,300 MIWATE,Ward 14                            ,45.418963,-75.717632,0,1
D07-12-23-0018           ,2023-02-22,Site Plan Control        ,Receipt of Agreement from Owner Pending,2025-02-18,6 JAMIE,Ward 9                             ,45.333303,-75.722239,0,0
D09-04-25-0025           ,2025-06-11,Ontario Heritage Act     ,Heritage Permit Issued,2025-06-17,354 ELGIN,Ward 14                            ,45.415369999999996,-75.68856,0,1
D02-02-25-0040           ,2025-06-17,Zoning By-law Amendment  ,Councillor Concurs,2025-12-09,4829 ABBOTT,Ward 6                             ,45.283794,-75.888751,0,0
D02-02-25-0043           ,2025-06-19,Zoning By-law Amendment  ,Application File Pending,2025-09-15,1500 MERIVALE,Ward 9                             ,45.360746999999996,-75.736654,1,0
D07-12-18-0115           ,2018-07-31,Site Plan Control        ,Draft Report Sent to Councillor and Applicant for Response,2025-10-17,6688 FRANKTOWN,Ward 21                            ,45.172847,-75.858857,0,0
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1705 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1707 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1707 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1707 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1707 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1707 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1717 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1717 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1717 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-18-0001           ,2018-01-17,Site Plan Control        ,Application File Pending,2018-09-20,2375 ST-LAURENT; BOUL,Ward 10                            ,45.382391999999996,-75.622591,1,0
D09-04-24-0016           ,2024-03-27,Ontario Heritage Act     ,Heritage Permit Issued,2024-05-29,267 O'CONNOR,Ward 14                            ,45.415338,-75.692775,0,1
D07-12-24-0126           ,2024-10-11,Site Plan Control        ,Notice of Decision Sent,2025-07-23,125 OSHEDINAA,Ward 13                            ,45.454647,-75.63803899999999,0,1
D07-12-24-0069           ,2024-07-24,Site Plan Control        ,Draft Report Sent for Response,2025-12-22,3459 ST-JOSEPH; BOUL,Ward 1                             ,45.486432,-75.494894,0,0
D02-02-25-0060           ,2025-08-19,Zoning By-law Amendment  ,Comment Period in Progress,2025-12-05,1670 TENTH LINE,Ward 1                             ,45.468315,-75.492858,1,0
D07-12-25-0076           ,2025-06-05,Site Plan Control        ,Notice of Decision Sent,2025-07-14,344 QUEEN MARY,Ward 13                            ,45.425126999999996,-75.650435,0,1
D07-05-16-0003           ,2016-06-20,Demolition Control       ,Agreement Signed,2016-09-26,101 WURTEMBURG,Ward 12                            ,45.435901,-75.676664,0,0
D07-12-21-0135           ,2021-08-27,Site Plan Control        ,Notice of Decision Sent,2025-06-17,257 YORK,Ward 12                            ,45.431408999999995,-75.686032,0,1
D07-12-21-0135           ,2021-08-27,Site Plan Control        ,Notice of Decision Sent,2025-06-17,80 NELSON,Ward 12                            ,45.4316,-75.68603999999999,0,1
D02-02-21-0088           ,2021-08-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-12-19,255 YORK,Ward 12                            ,45.431408999999995,-75.686032,0,1
D02-02-21-0088           ,2021-08-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-12-19,257 YORK,Ward 12                            ,45.431408999999995,-75.686032,0,1
D07-12-20-0026           ,2020-03-09,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-06-23,2959 BANK,Ward 10                            ,45.347387999999995,-75.623706,0,1
D07-12-20-0026           ,2020-03-09,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-06-23,2960 BANK,Ward 10                            ,45.346019,-75.626246,0,1
D02-02-20-0023           ,2020-03-16,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-08-09,1500 THOMAS ARGUE,Ward 5                             ,45.322632,-76.023421,0,1
D02-02-20-0023           ,2020-03-16,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-08-09,200 RUSS BRADLEY,Ward 5                             ,45.323411,-76.015259,0,1
D01-01-20-0004           ,2020-03-16,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2021-08-09,1500 THOMAS ARGUE,Ward 5                             ,45.322632,-76.023421,0,1
D01-01-20-0004           ,2020-03-16,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2021-08-09,200 RUSS BRADLEY,Ward 5                             ,45.323411,-76.015259,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,86 BEECHWOOD,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,86 BEECHWOOD,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,86 BEECHWOOD,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,88 BEECHWOOD,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-21-0190           ,2021-11-05,Site Plan Control        ,Notice of Decision Sent,2023-03-28,710 MARCH,Ward 4                             ,45.350885999999996,-75.9252,0,1
D02-02-24-0075           ,2024-12-06,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-07-28,5101 ABBOTT,Ward 6                             ,45.280837,-75.90101299999999,0,1
D07-12-25-0089           ,2025-06-30,Site Plan Control        ,Application File Pending,2025-09-17,5618 HAZELDEAN,Ward 6                             ,45.280837,-75.90101299999999,1,0
D07-12-25-0097           ,2025-07-15,Site Plan Control        ,Application File Pending,2025-12-05,335 ROOSEVELT,Ward 15                            ,45.393518,-75.75747199999999,1,0
D07-12-20-0035           ,2020-04-02,Site Plan Control        ,Agreement Registered - Securities Held,2023-04-14,315 TWEEDSMUIR,Ward 15                            ,45.396077,-75.750539,0,1
D02-02-21-0116           ,2021-10-07,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-14,2220 BURNT LANDS,Ward 5                             ,45.28854,-76.173226,0,1
D07-12-21-0234           ,2021-12-24,Site Plan Control        ,Application Reactivated,2025-01-20,4000 OLD RICHMOND,Ward 8                             ,45.311122,-75.828676,1,0
D02-02-21-0156           ,2021-12-14,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-12-08,2370 TENTH LINE,Ward 19                            ,45.448052,-75.48247599999999,0,1
D07-16-18-0009           ,2018-04-23,Plan of Subdivision      ,Agreement Registered - Securities Held,2024-05-01,5957 FERNBANK,Ward 6                             ,45.257197999999995,-75.899855,0,1
D02-02-18-0042           ,2018-04-23,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-04-25,5969 FERNBANK,Ward 6                             ,45.259116999999996,-75.903384,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,411 RAVENHILL,Ward 15                            ,45.389441999999995,-75.756355,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1717 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D07-12-20-0048           ,2020-04-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-12-14,1717 CARLING,Ward 15                            ,45.379056,-75.751981,0,1
D02-02-24-0057           ,2024-10-08,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-05-14,615 PARKVIEW,Ward 15                            ,45.387957,-75.739683,0,1
D07-12-24-0121           ,2024-10-09,Site Plan Control        ,Request for Agreement Received,2025-04-22,401 SMYTH,Ward 18                            ,45.400813,-75.653415,1,0
D01-01-24-0019           ,2024-09-05,Official Plan Amendment  ,Application File Pending,2024-12-20,635 JINKINSON,Ward 21                            ,45.235333,-75.969141,1,0
D02-02-24-0048           ,2024-09-05,Zoning By-law Amendment  ,Application File Pending,2024-12-20,635 JINKINSON,Ward 21                            ,45.235333,-75.969141,1,0
D02-02-24-0049           ,2024-09-06,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-07-10,245 LAMARCHE; AV DE,Ward 19                            ,45.447081999999995,-75.522921,0,1
D07-12-24-0103           ,2024-09-06,Site Plan Control        ,Request for Agreement Received,2025-10-28,245 LAMARCHE; AV DE,Ward 19                            ,45.447333,-75.52435,1,0
D07-12-24-0106           ,2024-09-17,Site Plan Control        ,Receipt of Agreement from Owner Pending,2025-11-04,6622 BANK,Ward 20                            ,45.245233999999996,-75.528493,0,0
D02-02-24-0054           ,2024-09-26,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-07-17,312 CLIFTON,Ward 15                            ,45.396868,-75.749422,0,1
D02-02-24-0053           ,2024-09-25,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-02-24,2610 QUEENSVIEW,Ward 7                             ,45.353418,-75.783836,0,1
D02-02-21-0088           ,2021-08-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-12-19,78 NELSON,Ward 12                            ,45.4316,-75.68603999999999,0,1
D02-02-21-0088           ,2021-08-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-12-19,80 NELSON,Ward 12                            ,45.4316,-75.68603999999999,0,1
D07-16-21-0026           ,2021-08-26,Plan of Subdivision      ,Agreement Package Received from Owner,2021-10-25,1500 THOMAS ARGUE,Ward 5                             ,45.322632,-76.023421,0,0
D07-16-21-0028           ,2021-09-03,Plan of Subdivision      ,Application Draft Approved,2025-12-10,3200 REIDS,Ward 20                            ,45.146028,-75.61027899999999,0,1
D07-16-21-0028           ,2021-09-03,Plan of Subdivision      ,Application Draft Approved,2025-12-10,3200 REIDS,Ward 20                            ,45.14611,-75.60918099999999,0,1
D07-16-21-0027           ,2021-09-02,Plan of Subdivision      ,Request for Agreement Received,2023-11-20,3053 NAVAN,Ward 19                            ,45.431253999999996,-75.519374,1,0
D07-16-21-0027           ,2021-09-02,Plan of Subdivision      ,Request for Agreement Received,2023-11-20,2983 NAVAN,Ward 19                            ,45.432002999999995,-75.523116,1,0
D02-02-21-0091           ,2021-09-02,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-06-09,4635 DONNELLY,Ward 21                            ,44.976679999999995,-75.81753599999999,0,1
D02-02-21-0091           ,2021-09-02,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-06-09,4639 DONNELLY,Ward 21                            ,44.976679999999995,-75.81753599999999,0,1
D02-02-20-0008           ,2020-02-03,Zoning By-law Amendment  ,Application File Pending,2020-03-21,760 RIVER,Ward 22                            ,45.258145,-75.70243099999999,1,0
D07-16-20-0003           ,2020-02-03,Plan of Subdivision      ,Application File Pending,2024-06-13,760 RIVER,Ward 22                            ,45.258145,-75.70243099999999,1,0
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,88 BEECHWOOD,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,88 BEECHWOOD,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,88 BEECHWOOD,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,69 BARRETTE,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,70 BARRETTE,Ward 13                            ,45.439561999999995,-75.67434999999999,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,71 BARRETTE,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-20-0186           ,2020-12-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-28,71 BARRETTE,Ward 13                            ,45.440273,-75.674448,0,1
D07-12-21-0044           ,2021-04-07,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-09-22,101 SCHNEIDER,Ward 4                             ,45.339572,-75.901207,0,1
D07-16-21-0011           ,2021-04-08,Plan of Subdivision      ,No Appeal,2022-12-21,6295 PERTH,Ward 21                            ,45.191055999999996,-75.84854399999999,0,0
D07-12-21-0046           ,2021-04-09,Site Plan Control        ,Request for Agreement Received,2022-06-21,731 COOPER,Ward 14                            ,45.412648,-75.705753,1,0
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,415 RAVENHILL,Ward 15                            ,45.389405,-75.756473,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,425 RAVENHILL,Ward 15                            ,45.389294,-75.75682499999999,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,570 BYRON,Ward 15                            ,45.389604,-75.756795,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,576 BYRON,Ward 15                            ,45.389508,-75.757099,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,436 ROOSEVELT,Ward 15                            ,45.389748999999995,-75.75633599999999,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,430 ROOSEVELT,Ward 15                            ,45.389748999999995,-75.75633599999999,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,430 ROOSEVELT,Ward 15                            ,45.389748999999995,-75.75633599999999,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,432 ROOSEVELT,Ward 15                            ,45.389748999999995,-75.75633599999999,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,411 RAVENHILL,Ward 15                            ,45.389441999999995,-75.756355,0,1
D02-02-18-0044           ,2018-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-23,411 RAVENHILL,Ward 15                            ,45.389441999999995,-75.756355,0,1
D02-02-20-0080           ,2020-08-28,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-08-23,403 RICHMOND,Ward 15                            ,45.391189999999995,-75.75701099999999,0,1
D02-02-24-0053           ,2024-09-25,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-02-24,2610 QUEENSVIEW,Ward 7                             ,45.354116999999995,-75.78219299999999,0,1
D07-16-24-0022           ,2024-09-25,Plan of Subdivision      ,Comment Period in Progress,2025-09-05,120 PARKDALE,Ward 15                            ,45.406800000000004,-75.736172,1,0
D07-16-24-0023           ,2024-09-25,Plan of Subdivision      ,Comment Period has Ended/Issue Resolution,2025-01-02,3288 BORRISOKANE,Ward 3                             ,45.25393,-75.77149899999999,1,0
D09-04-24-0058           ,2024-10-04,Ontario Heritage Act     ,Report Completed,2025-04-30,254 ARGYLE,Ward 14                            ,45.410503999999996,-75.691637,0,0
D07-12-19-0209           ,2019-12-19,Site Plan Control        ,Application File Pending,2020-07-27,975 GLADSTONE,Ward 15                            ,45.404019,-75.71717799999999,1,0
D07-12-20-0035           ,2020-04-02,Site Plan Control        ,Agreement Registered - Securities Held,2023-04-14,320 MCRAE,Ward 15                            ,45.395469999999996,-75.750119,0,1
D07-12-21-0202           ,2021-11-18,Site Plan Control        ,Agreement Registered - Securities Held,2025-12-03,2 ROBINSON,Ward 12                            ,45.419064999999996,-75.67253,0,1
D07-12-21-0233           ,2021-12-23,Site Plan Control        ,Application File Pending,2024-10-04,1509 MERIVALE,Ward 9                             ,45.357062,-75.73635399999999,1,0
D02-02-21-0161           ,2021-12-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-02-21,2786 LANCASTER,Ward 18                            ,45.394183,-75.60519699999999,0,1
D02-02-20-0137           ,2020-12-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-10-26,5725 FERNBANK,Ward 6                             ,45.262288999999996,-75.895287,0,1
D02-02-20-0122           ,2020-11-30,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-09,861 CLYDE,Ward 15                            ,45.377852,-75.747934,0,1
D07-12-20-0028           ,2020-03-23,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-01-30,4055 RUSSELL,Ward 10                            ,45.385489,-75.5924,0,1
D07-12-20-0028           ,2020-03-23,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-01-30,4120 RUSSELL,Ward 10                            ,45.38019,-75.591893,0,1
D07-16-20-0009           ,2020-03-26,Plan of Subdivision      ,No Appeal,2021-06-14,470 TREMBLAY,Ward 18                            ,45.417424,-75.636265,0,0
D02-02-20-0025           ,2020-03-25,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-02-22,252 HINCHEY,Ward 15                            ,45.404832,-75.729685,0,1
D02-02-20-0025           ,2020-03-25,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-02-22,250 HINCHEY,Ward 15                            ,45.404914999999995,-75.72973499999999,0,1
D02-02-20-0025           ,2020-03-25,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-02-22,251 HINCHEY,Ward 15                            ,45.404956999999996,-75.729091,0,1
D02-02-20-0025           ,2020-03-25,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-02-22,252 HINCHEY,Ward 15                            ,45.404832,-75.729685,0,1
D07-12-20-0030           ,2020-03-25,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-03-24,250 HINCHEY,Ward 15                            ,45.404914999999995,-75.72973499999999,0,1
D07-12-20-0030           ,2020-03-25,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-03-24,251 HINCHEY,Ward 15                            ,45.404956999999996,-75.729091,0,1
D07-12-20-0030           ,2020-03-25,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-03-24,252 HINCHEY,Ward 15                            ,45.404832,-75.729685,0,1
D07-12-21-0047           ,2021-04-12,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-01-01,5911 PERTH,Ward 21                            ,45.202281,-75.82923799999999,0,1
D07-12-21-0047           ,2021-04-12,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-01-01,5915 PERTH,Ward 21                            ,45.202281,-75.82923799999999,0,1
D07-12-21-0047           ,2021-04-12,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-01-01,5913 PERTH,Ward 21                            ,45.202281,-75.82923799999999,0,1
D02-02-21-0031           ,2021-04-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-12,65 STEWART,Ward 12                            ,45.426587,-75.685512,0,1
D07-12-21-0049           ,2021-04-13,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-05-17,2 MONK,Ward 17                            ,45.401067999999995,-75.688406,0,1
D07-12-21-0093           ,2021-06-28,Site Plan Control        ,Application Approved,2022-05-17,80 LANDRY,Ward 12                            ,45.437888,-75.67181,0,1
D07-12-21-0093           ,2021-06-28,Site Plan Control        ,Application Approved,2022-05-17,80 LANDRY,Ward 12                            ,45.437888,-75.67181,0,1
D07-12-21-0093           ,2021-06-28,Site Plan Control        ,Application Approved,2022-05-17,80 LANDRY,Ward 12                            ,45.437888,-75.67181,0,1
D07-12-21-0083           ,2021-06-15,Site Plan Control        ,Application Approved: No Agreement/Letter of Undertaking Required,2021-11-30,6363 PERTH,Ward 21                            ,45.190731,-75.854896,0,1
D07-12-21-0114           ,2021-07-29,Site Plan Control        ,Application Approved: No Agreement/Letter of Undertaking Required,2022-11-07,1195 NEWMARKET,Ward 18                            ,45.411519,-75.621147,0,1
D01-01-20-0015           ,2020-08-28,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2021-08-23,403 RICHMOND,Ward 15                            ,45.391189999999995,-75.75701099999999,0,1
D01-01-20-0015           ,2020-08-28,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2021-08-23,389 ROOSEVELT,Ward 15                            ,45.391189999999995,-75.75701099999999,0,1
D02-02-20-0079           ,2020-08-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2020-12-31,6335 PERTH,Ward 21                            ,45.192048,-75.85318,0,1
D07-12-20-0115           ,2020-08-31,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-07-30,4639 BANK,Ward 22                            ,45.326769999999996,-75.59664599999999,0,1
D07-04-20-0011           ,2020-08-31,Plan of Condominium      ,In Appeal Period,2023-08-28,4639 BANK,Ward 22                            ,45.326769999999996,-75.59664599999999,1,0
D07-12-20-0116           ,2020-08-31,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-05-11,1258 MARENGER,Ward 2                             ,45.463757,-75.542982,0,1
D02-02-20-0083           ,2020-09-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-02-22,54 SPRINGBROOK,Ward 6                             ,45.2699,-75.921815,0,1
D02-02-20-0084           ,2020-09-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-02-22,200 BARIBEAU,Ward 12                            ,45.438099,-75.667919,0,1
D02-02-20-0084           ,2020-09-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-02-22,127 CARILLON,Ward 12                            ,45.437348,-75.667928,0,1
D07-12-20-0118           ,2020-09-04,Site Plan Control        ,OMB Pre-Hearing Held,2025-10-23,127 CARILLON,Ward 12                            ,45.437348,-75.667928,0,0
D02-02-20-0085           ,2020-09-14,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-05-27,2 MONK,Ward 17                            ,45.401067999999995,-75.688406,0,1
D02-02-21-0046           ,2021-05-25,Zoning By-law Amendment  ,Application File Pending,2025-08-15,3672 INNES,Ward 19                            ,45.444511,-75.516184,1,0
